"","user_id","name","screen_name","location","description","followers_count","friends_count","listed_count","created_at","favourites_count","statuses_count","profile_image_url","timestamp","xuser_id"
"1","1012359980970840065","Paul Davies AM/AC","PaulDaviesPembs","Haverfordwest, Wales","Assembly Member for Preseli Pembrokeshire since 2007. Aelod Cynulliad dros Preseli Penfro ers 2007.

Please email casework to me at paul.davies@assembly.wales",536,160,10,2018-06-28 15:40:02,61,107,"http://pbs.twimg.com/profile_images/1012363644649263104/znXqBTN5_normal.jpg",2018-07-23 05:00:48,"x1012359980970840065"
"2","948796272957325312","Jack Sargeant AM","JackSargeantAM","Connah's Quay, Wales","Labour AM for #AlynandDeeside | jack.sargeant@assembly.wales",2590,102,28,2018-01-04 06:00:34,149,309,"http://pbs.twimg.com/profile_images/964567747853242368/AbGWkR6K_normal.jpg",2018-07-23 05:00:48,"x948796272957325312"
"3","946028862852431873","Mandy Jones AM","MandyJonesAM","North Wales | Cardiff Bay ","Aelod Cynulliad / Assembly Member for North Wales. All views expressed here are my own.",352,264,15,2017-12-27 14:43:52,897,346,"http://pbs.twimg.com/profile_images/974335219175223297/oKx4WL1x_normal.jpg",2018-07-23 05:00:48,"x946028862852431873"
"4","866941386595209216","David Melding","DavidMeldingAM","Cardiff, Wales","@WelshConserv.
Shadow Spokesman for Environment & Sustainability, Planning & Housing.
Assembly Member for South Wales Central.",1160,943,27,2017-05-23 08:58:28,747,666,"http://pbs.twimg.com/profile_images/998917848469680128/I0g_YDNS_normal.jpg",2018-07-23 05:00:48,"x866941386595209216"
"5","798544306365755392","Lynne Neagle","lynne_neagle","Torfaen","Labour AM for Torfaen. Chair of @SeneddCYPE Proud European and Remainer. RTs <U+2260> endorsements. Email lynne.neagle@assembly.wales for help",1411,737,34,2016-11-15 15:12:53,2701,4628,"http://pbs.twimg.com/profile_images/906809818718994432/9m36iJwG_normal.jpg",2018-07-23 05:00:48,"x798544306365755392"
"6","729991259616587776","Gareth Bennett AM","GarethBennettAM","South Wales","UKIP Assembly Member for South Wales Central. Tweets by Gareth & team. For casework or media enquiries, contact Gareth.Bennett@Assembly.Wales",670,155,32,2016-05-10 11:07:33,162,604,"http://pbs.twimg.com/profile_images/975724823069511681/LoA9vVl2_normal.jpg",2018-07-23 05:00:48,"x729991259616587776"
"7","3869773815","David Rowlands AC/AM","DavidRowlandsAM","South East Wales","@UKIP Aelod Cynulliad DeCymru.Fy marn I'n unig a geir yma. / Assembly Member for South East Wales. All views expressed here are my own. RTs are not endorsements",1141,502,73,2015-10-05 09:25:00,1556,676,"http://pbs.twimg.com/profile_images/803762983209930752/CKCZahGT_normal.jpg",2018-07-23 05:00:48,"x3869773815"
"8","3795270447","Hefin David AC/AM","hef4caerphilly","Caerphilly, Wales ","Welsh Labour/ Llafur Cymru/ Assembly Member for Caerphilly/ Aelod Cynulliad dros Caerffili <f0><U+009F><U+008F><U+00B4><f3><U+00A0><U+0081><U+00A7><f3><U+00A0><U+0081><U+00A2><f3><U+00A0><U+0081><U+00B7><f3><U+00A0><U+0081><U+00AC><f3><U+00A0><U+0081><U+00B3><f3><U+00A0><U+0081><U+00BF> https://t.co/GUX0gThOWq",2631,1184,58,2015-09-27 18:07:09,2719,3004,"http://pbs.twimg.com/profile_images/874210271186780160/hUwWpXET_normal.jpg",2018-07-23 05:00:48,"x3795270447"
"9","3727330336","Caroline Jones AC/AM","carolineUKIP","Wales, United Kingdom","@UKIP Aelod Cynulliad / Assembly Member for South West Wales Twitter account managed by Caroline & Team.",1533,295,77,2015-09-21 10:28:14,1577,2292,"http://pbs.twimg.com/profile_images/803707322820362240/P-lwS_7r_normal.jpg",2018-07-23 05:00:48,"x3727330336"
"10","3308117601","Dai Lloyd","DaiLloydAM","Swansea/ Abertawe","AC @Plaid_Cymru AM | Shadow Cabinet Secretary for Social Care, Culture, and Tourism | Ysgrifenydd Cysgodol dros Gofal Cymdeithasol, Diwylliant, a Thwristiaeth",2759,1521,59,2015-06-04 13:01:12,232,1229,"http://pbs.twimg.com/profile_images/922513305020837889/H11bNFzG_normal.jpg",2018-07-23 05:00:48,"x3308117601"
"11","2956911832","Michelle Brown AM","MishBrownAM","North Wales","UKIP Assembly Member for North Wales.",859,13,54,2015-01-02 16:41:58,189,2219,"http://pbs.twimg.com/profile_images/754729677030293504/pQiirjHJ_normal.jpg",2018-07-23 05:00:48,"x2956911832"
"12","2476761393","Carwyn Jones AM/AC","AMCarwyn","Bridgend, Wales","Assembly Member for Bridgend. Leader of Welsh Labour. Aelod y Cynulliad dros Ben-y-bont. Arweinydd Llafur Cymru Personal Account/Cyfrif Personol",8223,954,130,2014-04-11 17:58:03,286,3478,"http://pbs.twimg.com/profile_images/909177754603704320/pg1Y8ExB_normal.jpg",2018-07-23 05:00:48,"x2476761393"
