"","user_id","name","screen_name","location","description","followers_count","friends_count","listed_count","created_at","favourites_count","statuses_count","profile_image_url","timestamp","xuser_id"
"1","1012359980970840065","Paul Davies AM/AC","PaulDaviesPembs","Haverfordwest, Wales","Assembly Member for Preseli Pembrokeshire since 2007. Aelod Cynulliad dros Preseli Penfro ers 2007. Please email casework to me at paul.davies@assembly.wales",1121,1005,18,2018-06-28 15:40:02,396,664,"http://pbs.twimg.com/profile_images/1047138817956876289/8rlFI3b8_normal.jpg",2018-10-03 00:11:36,"x1012359980970840065"
"2","948796272957325312","Jack Sargeant AM","JackSargeantAM","Connah's Quay, Wales","Labour AM for #AlynandDeeside | jack.sargeant@assembly.wales",2742,114,31,2018-01-04 06:00:34,254,374,"http://pbs.twimg.com/profile_images/1036695351330254849/MbTh3gPV_normal.jpg",2018-10-03 00:11:36,"x948796272957325312"
"3","946028862852431873","Mandy Jones AM","MandyJonesAM","North Wales | Cardiff Bay ","Aelod Cynulliad / Assembly Member for North Wales. All views expressed here are my own.",383,291,17,2017-12-27 14:43:52,1157,424,"http://pbs.twimg.com/profile_images/974335219175223297/oKx4WL1x_normal.jpg",2018-10-03 00:11:36,"x946028862852431873"
"4","866941386595209216","David Melding","DavidMeldingAM","Cardiff, Wales","@WelshConserv. Shadow Cabinet Secretary for Housing, Heritage, Culture & Media. Assembly Member for South Wales Central.",1325,1074,31,2017-05-23 08:58:28,812,751,"http://pbs.twimg.com/profile_images/998917848469680128/I0g_YDNS_normal.jpg",2018-10-03 00:11:36,"x866941386595209216"
"5","798544306365755392","Lynne Neagle","lynne_neagle","Torfaen","Labour AM for Torfaen. Chair of @SeneddCYPE Proud European and Remainer. RTs <U+2260> endorsements. Email lynne.neagle@assembly.wales for help",1567,781,37,2016-11-15 15:12:53,3648,5785,"http://pbs.twimg.com/profile_images/906809818718994432/9m36iJwG_normal.jpg",2018-10-03 00:11:36,"x798544306365755392"
"6","729991259616587776","Gareth Bennett AM","GarethBennettAM","South Wales","Leader of UKIP in the National Assembly for Wales. AM for South Wales Central. For casework/media, contact Gareth.Bennett@Assembly.Wales",989,162,38,2016-05-10 11:07:33,202,696,"http://pbs.twimg.com/profile_images/975724823069511681/LoA9vVl2_normal.jpg",2018-10-03 00:11:36,"x729991259616587776"
"7","3869773815","David Rowlands AC/AM","DavidRowlandsAM","South East Wales","@UKIP Aelod Cynulliad DeCymru.Fy marn I'n unig a geir yma. / Assembly Member for South East Wales. All views expressed here are my own. RTs are not endorsements",1150,500,74,2015-10-05 09:25:00,1547,675,"http://pbs.twimg.com/profile_images/803762983209930752/CKCZahGT_normal.jpg",2018-10-03 00:11:36,"x3869773815"
"8","3795270447","Hefin David AC/AM","hef4caerphilly","Caerphilly, Wales ","Welsh Labour/ Llafur Cymru/ Assembly Member for Caerphilly/ Aelod Cynulliad dros Caerffili <f0><U+009F><U+008F><U+00B4><f3><U+00A0><U+0081><U+00A7><f3><U+00A0><U+0081><U+00A2><f3><U+00A0><U+0081><U+00B7><f3><U+00A0><U+0081><U+00AC><f3><U+00A0><U+0081><U+00B3><f3><U+00A0><U+0081><U+00BF> https://t.co/GUX0gThOWq",2756,1195,59,2015-09-27 18:07:09,3026,3295,"http://pbs.twimg.com/profile_images/874210271186780160/hUwWpXET_normal.jpg",2018-10-03 00:11:36,"x3795270447"
"9","3727330336","Caroline Jones AC/AM","carolineUKIP","Wales, United Kingdom","@UKIP Aelod Cynulliad / Assembly Member for South West Wales Twitter account managed by Caroline & Team.",1624,293,78,2015-09-21 10:28:14,1542,2275,"http://pbs.twimg.com/profile_images/803707322820362240/P-lwS_7r_normal.jpg",2018-10-03 00:11:36,"x3727330336"
"10","3308117601","Dai Lloyd","DaiLloydAM","Swansea/ Abertawe","AC @Plaid_Cymru AM | Shadow Cabinet Secretary for Social Care, Culture, and Tourism | Ysgrifenydd Cysgodol dros Gofal Cymdeithasol, Diwylliant, a Thwristiaeth",2900,1544,61,2015-06-04 13:01:12,279,1318,"http://pbs.twimg.com/profile_images/922513305020837889/H11bNFzG_normal.jpg",2018-10-03 00:11:36,"x3308117601"
"11","2956911832","Michelle Brown AM","MishBrownAM","North Wales","UKIP Assembly Member for North Wales.",972,11,56,2015-01-02 16:41:58,208,2273,"http://pbs.twimg.com/profile_images/754729677030293504/pQiirjHJ_normal.jpg",2018-10-03 00:11:36,"x2956911832"
"12","2476761393","Carwyn Jones AM/AC","AMCarwyn","Bridgend, Wales","Assembly Member for Bridgend. Leader of Welsh Labour. Aelod y Cynulliad dros Ben-y-bont. Arweinydd Llafur Cymru Personal Account/Cyfrif Personol",8315,965,131,2014-04-11 17:58:03,290,3544,"http://pbs.twimg.com/profile_images/909177754603704320/pg1Y8ExB_normal.jpg",2018-10-03 00:11:36,"x2476761393"
"13","2467530391","Joyce Watson AM","JoyceWatsonam","Wales, United Kingdom","Labour Assembly Member (AM) for Mid & West Wales | Personal Twitter | #welshlabour @welshlabour",2303,676,73,2014-04-28 10:07:41,4871,5745,"http://pbs.twimg.com/profile_images/730041261122531329/Jo7rUZfL_normal.jpg",2018-10-03 00:11:36,"x2467530391"
"14","1539233137","Neil Hamilton AC/AM","NeilUKIP","Cardiff, Wales","Leader of @UKIPWales. Mid & West Wales AM. Happily married to @brit_battleaxe          Email: Neil.Hamilton@assembly.wales",13055,5073,297,2013-06-22 18:04:05,718,3358,"http://pbs.twimg.com/profile_images/923149035380396032/pFJF3iOk_normal.jpg",2018-10-03 00:11:36,"x1539233137"
"15","1371848690","John Griffiths AM","JGriffithsLab","Newport, Wales","Labour AM for Newport East",3238,1942,88,2013-04-22 10:53:53,572,1853,"http://pbs.twimg.com/profile_images/827190130893058050/iRRei93F_normal.jpg",2018-10-03 00:11:36,"x1371848690"
"16","838551494","Vikki Howells AM","VikkiHowells","Aberdare, Wales","Welsh Labour Assembly Member for Cynon Valley. Chair of Welsh Assembly Labour Group. vikki.howells@assembly.wales 01685 881388",3061,988,73,2012-09-21 20:54:49,5128,6622,"http://pbs.twimg.com/profile_images/1044617047949414400/5EdZBKJW_normal.jpg",2018-10-03 00:11:36,"x838551494"
"17","486596730","Ann Jones AM","ann_jonesam","Rhyl, Wales","Proud Member for the Vale of Clwyd & Deputy Presiding Officer for the National Assembly for Wales. <f0><U+009F><U+008F><U+00B4><f3><U+00A0><U+0081><U+00A7><f3><U+00A0><U+0081><U+00A2><f3><U+00A0><U+0081><U+00B7><f3><U+00A0><U+0081><U+00AC><f3><U+00A0><U+0081><U+00B3><f3><U+00A0><U+0081><U+00BF>",3803,1268,96,2012-02-08 13:15:48,2650,7314,"http://pbs.twimg.com/profile_images/1881352237/ann_face_close_normal.jpg",2018-10-03 00:11:36,"x486596730"
"18","461982001","David Rees","DavidReesAM","Aberavon, Wales","Assembly Member for Aberavon - Tweeting in a personal capacity",3515,845,106,2012-01-12 12:32:26,4759,8133,"http://pbs.twimg.com/profile_images/730049399242534912/JiLLrwIg_normal.jpg",2018-10-03 00:11:36,"x461982001"
