"","user_id","name","screen_name","location","description","followers_count","friends_count","listed_count","created_at","favourites_count","statuses_count","profile_image_url","timestamp","xuser_id"
"1",9.48796e+17,"Jack Sargeant AM","JackSargeantAM","Connah's Quay, Wales","Labour AM for Alyn and Deeside | Email: jack.sargeant@assembly.wales",2323,84,20,2018-01-04 06:00:00,112,182,"http://pbs.twimg.com/profile_images/964567747853242368/AbGWkR6K_normal.jpg",2018-04-21 19:17:00,"x948796272957325312"
"2",9.46029e+17,"Mandy Jones AM","MandyJonesAM","North Wales | Cardiff Bay","Aelod Cynulliad / Assembly Member for North Wales. All views expressed here are my own.",289,257,10,2017-12-27 14:43:00,710,277,"http://pbs.twimg.com/profile_images/974335219175223297/oKx4WL1x_normal.jpg",2018-04-21 19:17:00,"x946028862852431873"
"3",8.66941e+17,"David Melding","DavidMeldingAM","Cardiff, Wales","@WelshConserv.
Shadow Spokesman for Environment & Sustainability, Planning & Housing.
Assembly Member for South Wales Central.",981,853,21,2017-05-23 08:58:00,483,477,"http://pbs.twimg.com/profile_images/866949029904732161/euFbSzOq_normal.jpg",2018-04-21 19:17:00,"x866941386595209216"
"4",7.98544e+17,"Lynne Neagle #FBPE","lynne_neagle","Torfaen","Labour AM for Torfaen. Chair of @SeneddCYPE Proud European and Remainer. RTs <U+2260> endorsements. Email lynne.neagle@assembly.wales for help",1218,683,25,2016-11-15 15:12:00,1789,3230,"http://pbs.twimg.com/profile_images/906809818718994432/9m36iJwG_normal.jpg",2018-04-21 19:17:00,"x798544306365755392"
"5",7.29991e+17,"Gareth Bennett AC/AM","GarethBennettAM","South Wales","UKIP Assembly Member for South Wales Central. Tweets by Gareth & team. For casework or media enquiries, contact Gareth.Bennett@Assembly.Wales",602,156,26,2016-05-10 11:07:00,155,551,"http://pbs.twimg.com/profile_images/975724823069511681/LoA9vVl2_normal.jpg",2018-04-21 19:17:00,"x729991259616587776"
"6",3869773815,"David Rowlands AC/AM","DavidRowlandsAM","South East Wales","@UKIP Aelod Cynulliad DeCymru.Fy marn I'n unig a geir yma. / Assembly Member for South East Wales. All views expressed here are my own. RTs are not endorsements",1144,507,67,2015-10-05 09:25:00,1558,676,"http://pbs.twimg.com/profile_images/803762983209930752/CKCZahGT_normal.jpg",2018-04-21 19:17:00,"x3869773815"
"7",3795270447,"Hefin David AC/AM","hef4caerphilly","Caerphilly, Wales","Welsh Labour/ Llafur Cymru/ Assembly Member for Caerphilly/ Aelod Cynulliad dros Caerffili <f0><U+009F><U+008F><U+00B4><f3><U+00A0><U+0081><U+00A7><f3><U+00A0><U+0081><U+00A2><f3><U+00A0><U+0081><U+00B7><f3><U+00A0><U+0081><U+00AC><f3><U+00A0><U+0081><U+00B3><f3><U+00A0><U+0081><U+00BF> https://t.co/GCHiHlRc6s",2427,1366,48,2015-09-27 18:07:00,2292,2636,"http://pbs.twimg.com/profile_images/874210271186780160/hUwWpXET_normal.jpg",2018-04-21 19:17:00,"x3795270447"
"8",3727330336,"Caroline Jones AC/AM","carolineUKIP","Wales, United Kingdom","@UKIP Aelod Cynulliad / Assembly Member for South West Wales Twitter account managed by Caroline & Team.",1407,291,72,2015-09-21 10:28:00,1545,2233,"http://pbs.twimg.com/profile_images/803707322820362240/P-lwS_7r_normal.jpg",2018-04-21 19:17:00,"x3727330336"
"9",3308117601,"Dai Lloyd","DaiLloydAM","Swansea/ Abertawe","AC @Plaid_Cymru AM |
Snapchat: dailloydam |
Instagram: dailloyd_am |
https://t.co/b067Cbw7Al |
dai.lloyd@cynulliad.cymru",2552,1521,50,2015-06-04 13:01:00,182,1028,"http://pbs.twimg.com/profile_images/922513305020837889/H11bNFzG_normal.jpg",2018-04-21 19:17:00,"x3308117601"
"10",2956911832,"Michelle Brown AM","MishBrownAM","North Wales","UKIP Assembly Member for North Wales.",789,14,46,2015-01-02 16:41:00,188,2211,"http://pbs.twimg.com/profile_images/754729677030293504/pQiirjHJ_normal.jpg",2018-04-21 19:17:00,"x2956911832"
"11",2476761393,"Carwyn Jones AM/AC","AMCarwyn","Bridgend, Wales","Assembly Member for Bridgend. Leader of Welsh Labour. Aelod y Cynulliad dros Ben-y-bont. Arweinydd Llafur Cymru Personal Account/Cyfrif Personol",8058,958,121,2014-04-11 17:58:00,282,3384,"http://pbs.twimg.com/profile_images/909177754603704320/pg1Y8ExB_normal.jpg",2018-04-21 19:17:00,"x2476761393"
