"","user_id","name","screen_name","location","description","followers_count","friends_count","listed_count","created_at","favourites_count","statuses_count","profile_image_url","timestamp","xuser_id"
"1","948796272957325312","Jack Sargeant AM","JackSargeantAM","Connah's Quay, Wales","Labour Assembly Member for Alyn and Deeside | Email: jack.sargeant@assembly.wales",2435,97,23,2018-01-04 06:00:34,127,215,"http://pbs.twimg.com/profile_images/964567747853242368/AbGWkR6K_normal.jpg",2018-05-13 22:56:09,"x948796272957325312"
"2","946028862852431873","Mandy Jones AM","MandyJonesAM","North Wales | Cardiff Bay ","Aelod Cynulliad / Assembly Member for North Wales. All views expressed here are my own.",302,261,11,2017-12-27 14:43:52,769,295,"http://pbs.twimg.com/profile_images/974335219175223297/oKx4WL1x_normal.jpg",2018-05-13 22:56:09,"x946028862852431873"
"3","866941386595209216","David Melding","DavidMeldingAM","Cardiff, Wales","@WelshConserv.
Shadow Spokesman for Environment & Sustainability, Planning & Housing.
Assembly Member for South Wales Central.",999,849,22,2017-05-23 08:58:28,526,513,"http://pbs.twimg.com/profile_images/866949029904732161/euFbSzOq_normal.jpg",2018-05-13 22:56:09,"x866941386595209216"
"4","798544306365755392","Lynne Neagle #FBPE","lynne_neagle","Torfaen","Labour AM for Torfaen. Chair of @SeneddCYPE Proud European and Remainer. RTs <U+2260> endorsements. Email lynne.neagle@assembly.wales for help",1267,702,28,2016-11-15 15:12:53,2034,3588,"http://pbs.twimg.com/profile_images/906809818718994432/9m36iJwG_normal.jpg",2018-05-13 22:56:09,"x798544306365755392"
"5","729991259616587776","Gareth Bennett AM","GarethBennettAM","South Wales","UKIP Assembly Member for South Wales Central. Tweets by Gareth & team. For casework or media enquiries, contact Gareth.Bennett@Assembly.Wales",623,154,26,2016-05-10 11:07:33,159,578,"http://pbs.twimg.com/profile_images/975724823069511681/LoA9vVl2_normal.jpg",2018-05-13 22:56:09,"x729991259616587776"
"6","3869773815","David Rowlands AC/AM","DavidRowlandsAM","South East Wales","@UKIP Aelod Cynulliad DeCymru.Fy marn I'n unig a geir yma. / Assembly Member for South East Wales. All views expressed here are my own. RTs are not endorsements",1145,518,67,2015-10-05 09:25:00,1558,676,"http://pbs.twimg.com/profile_images/803762983209930752/CKCZahGT_normal.jpg",2018-05-13 22:56:09,"x3869773815"
"7","3795270447","Hefin David AC/AM","hef4caerphilly","Caerphilly, Wales ","Welsh Labour/ Llafur Cymru/ Assembly Member for Caerphilly/ Aelod Cynulliad dros Caerffili <f0><U+009F><U+008F><U+00B4><f3><U+00A0><U+0081><U+00A7><f3><U+00A0><U+0081><U+00A2><f3><U+00A0><U+0081><U+00B7><f3><U+00A0><U+0081><U+00AC><f3><U+00A0><U+0081><U+00B3><f3><U+00A0><U+0081><U+00BF> https://t.co/GCHiHlRc6s",2487,1387,51,2015-09-27 18:07:09,2418,2736,"http://pbs.twimg.com/profile_images/874210271186780160/hUwWpXET_normal.jpg",2018-05-13 22:56:09,"x3795270447"
"8","3727330336","Caroline Jones AC/AM","carolineUKIP","Wales, United Kingdom","@UKIP Aelod Cynulliad / Assembly Member for South West Wales Twitter account managed by Caroline & Team.",1431,299,72,2015-09-21 10:28:14,1567,2269,"http://pbs.twimg.com/profile_images/803707322820362240/P-lwS_7r_normal.jpg",2018-05-13 22:56:09,"x3727330336"
"9","3308117601","Dai Lloyd","DaiLloydAM","Swansea/ Abertawe","AC @Plaid_Cymru AM |
Snapchat: dailloydam |
Instagram: dailloyd_am |
https://t.co/b067Cbw7Al |
dai.lloyd@cynulliad.cymru",2588,1523,52,2015-06-04 13:01:12,194,1076,"http://pbs.twimg.com/profile_images/922513305020837889/H11bNFzG_normal.jpg",2018-05-13 22:56:09,"x3308117601"
"10","2956911832","Michelle Brown AM","MishBrownAM","North Wales","UKIP Assembly Member for North Wales.",804,14,47,2015-01-02 16:41:58,188,2210,"http://pbs.twimg.com/profile_images/754729677030293504/pQiirjHJ_normal.jpg",2018-05-13 22:56:09,"x2956911832"
"11","2476761393","Carwyn Jones AM/AC","AMCarwyn","Bridgend, Wales","Assembly Member for Bridgend. Leader of Welsh Labour. Aelod y Cynulliad dros Ben-y-bont. Arweinydd Llafur Cymru Personal Account/Cyfrif Personol",8116,955,122,2014-04-11 17:58:03,286,3424,"http://pbs.twimg.com/profile_images/909177754603704320/pg1Y8ExB_normal.jpg",2018-05-13 22:56:09,"x2476761393"
"12","2467530391","Joyce Watson AM","JoyceWatsonam","","Labour Assembly Member (AM) for Mid & West Wales | Personal Twitter | #welshlabour @welshlabour",2037,662,64,2014-04-28 10:07:41,2846,4138,"http://pbs.twimg.com/profile_images/730041261122531329/Jo7rUZfL_normal.jpg",2018-05-13 22:56:09,"x2467530391"
"13","1539233137","Neil Hamilton AC/AM","NeilUKIP","Cardiff, Wales","Leader of @UKIPWales/@UKIPinWales. Mid & West Wales AM. Happily married to @brit_battleaxe. Chief of Staff: @Robin_HC1. Email: Neil.Hamilton@assembly.wales",10477,5154,257,2013-06-22 18:04:05,712,3179,"http://pbs.twimg.com/profile_images/923149035380396032/pFJF3iOk_normal.jpg",2018-05-13 22:56:09,"x1539233137"
