"","user_id","name","screen_name","location","description","followers_count","friends_count","listed_count","created_at","favourites_count","statuses_count","profile_image_url","timestamp","xuser_id"
"1","1012359980970840065","Paul Davies AM/AC","PaulDaviesPembs","Haverfordwest, Wales","Assembly Member for Preseli Pembrokeshire since 2007. Aelod Cynulliad dros Preseli Penfro ers 2007.

Please email casework to me at paul.davies@assembly.wales",347,43,7,2018-06-28 15:40:02,7,1,"http://pbs.twimg.com/profile_images/1012363644649263104/znXqBTN5_normal.jpg",2018-06-30 04:30:58,"x1012359980970840065"
"2","948796272957325312","Jack Sargeant AM","JackSargeantAM","Connah's Quay, Wales","Labour AM for #AlynandDeeside | jack.sargeant@assembly.wales",2555,100,24,2018-01-04 06:00:34,146,286,"http://pbs.twimg.com/profile_images/964567747853242368/AbGWkR6K_normal.jpg",2018-06-30 04:30:58,"x948796272957325312"
"3","946028862852431873","Mandy Jones AM","MandyJonesAM","North Wales | Cardiff Bay ","Aelod Cynulliad / Assembly Member for North Wales. All views expressed here are my own.",337,262,12,2017-12-27 14:43:52,835,329,"http://pbs.twimg.com/profile_images/974335219175223297/oKx4WL1x_normal.jpg",2018-06-30 04:30:58,"x946028862852431873"
"4","866941386595209216","David Melding","DavidMeldingAM","Cardiff, Wales","@WelshConserv.
Shadow Spokesman for Environment & Sustainability, Planning & Housing.
Assembly Member for South Wales Central.",1101,931,22,2017-05-23 08:58:28,681,638,"http://pbs.twimg.com/profile_images/998917848469680128/I0g_YDNS_normal.jpg",2018-06-30 04:30:58,"x866941386595209216"
"5","798544306365755392","Lynne Neagle","lynne_neagle","Torfaen","Labour AM for Torfaen. Chair of @SeneddCYPE Proud European and Remainer. RTs <U+2260> endorsements. Email lynne.neagle@assembly.wales for help",1356,723,28,2016-11-15 15:12:53,2504,4233,"http://pbs.twimg.com/profile_images/906809818718994432/9m36iJwG_normal.jpg",2018-06-30 04:30:58,"x798544306365755392"
"6","729991259616587776","Gareth Bennett AM","GarethBennettAM","South Wales","UKIP Assembly Member for South Wales Central. Tweets by Gareth & team. For casework or media enquiries, contact Gareth.Bennett@Assembly.Wales",652,156,26,2016-05-10 11:07:33,163,592,"http://pbs.twimg.com/profile_images/975724823069511681/LoA9vVl2_normal.jpg",2018-06-30 04:30:58,"x729991259616587776"
"7","3869773815","David Rowlands AC/AM","DavidRowlandsAM","South East Wales","@UKIP Aelod Cynulliad DeCymru.Fy marn I'n unig a geir yma. / Assembly Member for South East Wales. All views expressed here are my own. RTs are not endorsements",1148,503,68,2015-10-05 09:25:00,1556,676,"http://pbs.twimg.com/profile_images/803762983209930752/CKCZahGT_normal.jpg",2018-06-30 04:30:58,"x3869773815"
"8","3795270447","Hefin David AC/AM","hef4caerphilly","Caerphilly, Wales ","Welsh Labour/ Llafur Cymru/ Assembly Member for Caerphilly/ Aelod Cynulliad dros Caerffili <f0><U+009F><U+008F><U+00B4><f3><U+00A0><U+0081><U+00A7><f3><U+00A0><U+0081><U+00A2><f3><U+00A0><U+0081><U+00B7><f3><U+00A0><U+0081><U+00AC><f3><U+00A0><U+0081><U+00B3><f3><U+00A0><U+0081><U+00BF> https://t.co/GCHiHlRc6s",2568,1323,52,2015-09-27 18:07:09,2624,2922,"http://pbs.twimg.com/profile_images/874210271186780160/hUwWpXET_normal.jpg",2018-06-30 04:30:58,"x3795270447"
"9","3727330336","Caroline Jones AC/AM","carolineUKIP","Wales, United Kingdom","@UKIP Aelod Cynulliad / Assembly Member for South West Wales Twitter account managed by Caroline & Team.",1504,297,73,2015-09-21 10:28:14,1572,2281,"http://pbs.twimg.com/profile_images/803707322820362240/P-lwS_7r_normal.jpg",2018-06-30 04:30:58,"x3727330336"
"10","3308117601","Dai Lloyd","DaiLloydAM","Swansea/ Abertawe","AC @Plaid_Cymru AM | Shadow Cabinet Secretary for Social Care, Culture, and Tourism | Ysgrifenydd Cysgodol dros Gofal Cymdeithasol, Diwylliant, a Thwristiaeth",2695,1525,54,2015-06-04 13:01:12,229,1205,"http://pbs.twimg.com/profile_images/922513305020837889/H11bNFzG_normal.jpg",2018-06-30 04:30:58,"x3308117601"
